sample	unit	platform	fq1	fq2
T2G10p2s2	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S2D12.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S2D12.fastq.gz
T2G10p1s3	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S3B02.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S3B02.fastq.gz
T2G10p2s3	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S3D12.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S3D12.fastq.gz
T3G01s1	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S1B12.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S1B12.fastq.gz
T3G01s2	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S2B12.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S2B12.fastq.gz
T3G01s3	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S3B12.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S3B12.fastq.gz
T3G02s3	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S1G02.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S1G02.fastq.gz
T3G02s1	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S2G02.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S2G02.fastq.gz
T3G02s2	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S3G02.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S3G02.fastq.gz
T3G06s2	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S1D10.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S1D10.fastq.gz
T3G06s3	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S2D10.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S2D10.fastq.gz
T3G06s1	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S3D10.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S3D10.fastq.gz
T3G07s2	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S1E08.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S1E08.fastq.gz
T3G07s3	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S2E08.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S2E08.fastq.gz
T3G07s1	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S3E08.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S3E08.fastq.gz
T3G08s1	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S1H01.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S1H01.fastq.gz
T3G08s2	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S2H01.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S2H01.fastq.gz
T3G08s3	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S3H01.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S3H01.fastq.gz
T3G09s3	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S1G05.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S1G05.fastq.gz
T3G09s1	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S2G05.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S2G05.fastq.gz
T3G09s2	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S3G05.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S3G05.fastq.gz
T3G10p1s1	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S1F04.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S1F04.fastq.gz
T3G10p1s2	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S2F04.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S2F04.fastq.gz
T3G10p1s3	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S3F04.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S3F04.fastq.gz
T3G10p2s4	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S4F02.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S4F02.fastq.gz
T3G10p2s5	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S4F05.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S4F05.fastq.gz
T3G10p2s6	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S4F08.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S4F08.fastq.gz
T3G10p2s7	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S4F11.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S4F11.fastq.gz
T4G01s2	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S1D09.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S1D09.fastq.gz
T4G01s3	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S2D09.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S2D09.fastq.gz
T4G01s1	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S3D09.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S3D09.fastq.gz
T4G02s1	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S1B01.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S1B01.fastq.gz
T4G02s2	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S2B01.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S2B01.fastq.gz
T4G02s3	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S3B01.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S3B01.fastq.gz
T4G06s3	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S1F09.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S1F09.fastq.gz
T4G06s1	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S2F09.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S2F09.fastq.gz
T4G06s2	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S3F09.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S3F09.fastq.gz
T4G07s2	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S1D11.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S1D11.fastq.gz
T4G07s3	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S2D11.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S2D11.fastq.gz
T4G07s1	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S3D11.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S3D11.fastq.gz
T4G08s1	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S1F05.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S1F05.fastq.gz
T4G08s2	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S2F05.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S2F05.fastq.gz
T4G08s3	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S3F05.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S3F05.fastq.gz
T4G09s2	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S1E10.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S1E10.fastq.gz
T4G09s3	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S2E10.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S2E10.fastq.gz
T4G09s1	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S3E10.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S3E10.fastq.gz
T4G10s1	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S1B05.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S1B05.fastq.gz
T4G10s2	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S1B09.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S1B09.fastq.gz
T4G10s3	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S2B05.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S2B05.fastq.gz
T4G10s4	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S2B09.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S2B09.fastq.gz
T4G10s5	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S3B05.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S3B05.fastq.gz
T4G10s6	1	-	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R1_S3B09.fastq.gz	PATH/TO/DATA/sflava_exp_evol/temporal/HWLYGDSX5_R2_S3B09.fastq.gz
